min_layer,num_speculations,threshold,max_layer,check_interval,acceptance_rate,total_time,time_per_token,tokens_per_second,average_exit_layer
0,1,0.4,4,1,0.5511652529239655,4.7819239616394045,0.018679390475153924,57.990071868896486,1.9963882923126222
0,1,0.4,4,2,0.7658923625946045,3.9228163242340086,0.015323501266539096,65.34649963378907,3.0948047161102297
0,1,0.4,5,1,0.3972907692193985,4.842357349395752,0.018915458396077157,54.0205078125,1.9980899333953857
0,1,0.4,5,2,0.8222764253616333,3.8565855979919434,0.015064787492156029,66.46526641845703,3.0200384616851808
0,1,0.4,6,1,0.25832653045654297,5.3978111267089846,0.02108519971370697,47.523681640625,1.9950896739959716
0,1,0.4,6,2,0.8814233899116516,4.762035942077636,0.018601702898740767,53.82875747680664,3.0066887855529787
0,3,0.4,4,1,0.22487105280160904,5.524057388305664,0.021578349173069,50.99567489624023,1.9978950262069701
0,3,0.4,4,2,0.7034900665283204,3.0218398571014404,0.011804061941802502,85.26288604736328,3.124691343307495
0,3,0.4,5,1,0.19434325098991395,5.611516237258911,0.02191998530179262,48.24657516479492,1.9955833911895753
0,3,0.4,5,2,0.6600211322307586,3.2129008769989014,0.012550394050776958,81.3458969116211,3.0099282264709473
0,3,0.4,6,1,0.19900578260421753,5.613083124160767,0.021926105953752995,48.231302642822264,1.9969319343566894
0,3,0.4,6,2,0.739923357963562,2.9412075519561767,0.011489091999828815,88.25448913574219,3.017827367782593
0,5,0.4,4,1,0.1055504709482193,7.066111946105957,0.027601999789476396,38.29796371459961,1.9940550804138184
0,5,0.4,4,2,0.5772675812244416,3.2197681427001954,0.012577219307422638,81.07738037109375,3.2773261070251465
0,5,0.4,5,1,0.14936264008283615,6.371314620971679,0.024887947738170622,43.14594192504883,1.9979088068008424
0,5,0.4,5,2,0.6180505216121673,3.3234389781951905,0.012982183508574963,79.44045181274414,3.217258596420288
0,5,0.4,6,1,0.20078613683581353,6.122510671615601,0.02391605731099844,49.6202579498291,1.9978720903396607
0,5,0.4,6,2,0.5190058708190918,3.4187076091766357,0.013354326598346233,77.53114242553711,3.011109209060669
0,1,0.5,4,1,0.3261926680803299,4.941455364227295,0.01930256001651287,52.196434783935544,1.9969273328781127
0,1,0.5,4,2,0.6741374135017395,4.164995956420898,0.016269515454769134,61.78446502685547,5.247926092147827
0,1,0.5,5,1,0.4062814682722092,4.706531429290772,0.018384888395667077,55.49595413208008,1.9979227304458618
0,1,0.5,5,2,0.8166508078575134,3.9070091247558594,0.015261754393577576,65.56082077026367,3.2065905570983886
0,1,0.5,6,1,0.30425420999526975,5.025744438171387,0.01963181421160698,51.12028121948242,1.9959203481674195
0,1,0.5,6,2,0.8457194328308105,4.000226879119873,0.015625886246562005,64.1058235168457,3.1823370933532713
0,3,0.5,4,1,0.18014976084232331,5.75821886062622,0.022493042424321173,46.764241790771486,1.9976656675338744
0,3,0.5,4,2,0.6418571829795837,3.310627889633179,0.012932140193879605,78.96743087768554,3.3787283897399902
0,3,0.5,5,1,0.15098576694726945,6.0203431129455565,0.02351696528494358,43.27724609375,1.9955818414688111
0,3,0.5,5,2,0.8118902564048767,2.897272253036499,0.011317469738423824,88.83240203857422,3.315983009338379
0,3,0.5,6,1,0.17962544709444045,5.89172854423523,0.023014564625918867,46.35584335327148,1.9940122604370116
0,3,0.5,6,2,0.6837194561958313,3.2296188354492186,0.01261569857597351,79.86788177490234,3.1099955558776857
0,5,0.5,4,1,0.07609703466296196,8.436103630065919,0.032953529804944995,30.64226722717285,1.9956102132797242
0,5,0.5,4,2,0.4942036509513855,3.9893071174621584,0.015583230927586556,67.75760421752929,3.7049688339233398
0,5,0.5,5,1,0.17083320021629333,6.481316757202149,0.025317643582820893,45.07120971679687,1.9947989463806153
0,5,0.5,5,2,0.5317731499671936,3.438330793380737,0.013430979661643505,76.97420730590821,3.1266775131225586
0,5,0.5,6,1,0.07769051790237427,7.514130020141602,0.029352070391178132,34.24510192871094,1.9978718042373658
0,5,0.5,6,2,0.5105606377124786,3.4815335273742676,0.013599740341305733,76.24604797363281,3.126974010467529
0,1,0.6,4,1,0.23765626251697541,5.473659706115723,0.021381483227014542,46.80137405395508,2.0049768447875977
0,1,0.6,4,2,0.36187208294868467,5.4007312774658205,0.02109660655260086,48.38706665039062,12.10588550567627
0,1,0.6,5,1,0.2908562958240509,5.389817714691162,0.021053975448012352,47.55747528076172,2.0040987968444823
0,1,0.6,5,2,0.8149801373481751,4.346690082550049,0.01697925813496113,59.02346343994141,3.8650160312652586
0,1,0.6,6,1,0.30709280967712405,5.482864761352539,0.021417440474033357,47.49809951782227,2.0005942583084106
0,1,0.6,6,2,0.765624725818634,4.112087392807007,0.016062841378152372,62.372265625,3.836272954940796
0,3,0.6,4,1,0.1643948435783386,6.1099574089050295,0.02386702112853527,43.758663177490234,2.0002220630645753
0,3,0.6,4,2,0.324285152554512,7.5253167152404785,0.02939576841890812,34.76054992675781,10.20008544921875
0,3,0.6,5,1,0.1949298158288002,5.885502719879151,0.022990244999527933,45.23697357177734,1.9974580526351928
0,3,0.6,5,2,0.7173847436904908,3.381464624404907,0.013208846189081669,76.50903778076172,3.908761215209961
0,3,0.6,6,1,0.14561087191104888,5.9848408699035645,0.0233782846480608,43.32616195678711,2.0108553647994993
0,3,0.6,6,2,0.5599250555038452,3.862348747253418,0.015087299793958665,67.15317153930664,3.6533812999725344
0,5,0.6,4,1,0.10235579684376717,6.9478757858276365,0.027140139788389205,37.13807144165039,1.9973103284835816
0,5,0.6,4,2,0.34358193874359133,9.606018161773681,0.03752350844442844,33.76618671417236,11.026127052307128
0,5,0.6,5,1,0.08659637346863747,7.361777400970459,0.028756942972540854,35.20901679992676,2.0083930492401123
0,5,0.6,5,2,0.47036722898483274,3.8382026672363283,0.014992979168891907,67.15974884033203,3.532084846496582
0,5,0.6,6,1,0.06249166280031204,7.796492576599121,0.030455049127340317,32.9503978729248,2.010855865478516
0,5,0.6,6,2,0.5161941528320313,3.7546332359313963,0.014666536077857017,68.84932327270508,3.6674920558929442
1,1,0.4,4,1,0.8229875802993775,3.9375210762023927,0.015380941703915596,65.1429344177246,2.994073724746704
1,1,0.4,4,2,0.5273500040173531,4.889638614654541,0.0191001508384943,53.8298583984375,14.936043167114258
1,1,0.4,5,1,0.8417938232421875,3.7643205165863036,0.014704377017915249,68.09454727172852,2.994455623626709
1,1,0.4,5,2,0.7803075432777404,4.254801082611084,0.016620316728949546,60.2943717956543,4.983502006530761
1,1,0.4,6,1,0.8502688527107238,3.867039203643799,0.01510562188923359,66.26427993774413,2.9942433834075928
1,1,0.4,6,2,0.8202636241912842,4.176296329498291,0.016313657537102698,61.405982971191406,4.982616901397705
1,3,0.4,4,1,0.7002684473991394,3.070644903182983,0.011994706653058528,84.74666137695313,2.995505619049072
1,3,0.4,4,2,0.5135733425617218,6.809313869476318,0.026598882302641867,39.21280364990234,14.954386138916016
1,3,0.4,5,1,0.6717411637306213,3.0713369846343994,0.011997410096228123,83.96476745605469,2.9957894802093508
1,3,0.4,5,2,0.6441348612308502,3.8607651710510256,0.015081113949418069,67.46641311645507,4.971617698669434
1,3,0.4,6,1,0.6087082386016845,3.3030263900756838,0.01290244683623314,78.0047836303711,2.9911403179168703
1,3,0.4,6,2,0.6937891364097595,3.7078622341156007,0.014483836852014065,69.39917068481445,4.989189147949219
1,5,0.4,4,1,0.40526923537254333,3.938761568069458,0.01538578737527132,65.1469856262207,3.0
1,5,0.4,4,2,0.47349377572536466,9.120961952209473,0.035628757625818255,32.42817649841309,14.97685947418213
1,5,0.4,5,1,0.5890455663204193,3.1450922012329103,0.012285516411066056,84.6609718322754,2.9939393997192383
1,5,0.4,5,2,0.5025550246238708,4.343277645111084,0.016965928301215173,60.45312728881836,4.974764060974121
1,5,0.4,6,1,0.5493371486663818,3.3268839359283446,0.012995640374720096,79.37986221313477,3.0
1,5,0.4,6,2,0.4817464590072632,4.434543180465698,0.017322434298694133,58.53528747558594,4.970230484008789
1,1,0.5,4,1,0.7726478576660156,3.9470504760742187,0.015418165922164917,64.91871719360351,2.9918344974517823
1,1,0.5,4,2,0.46566484570503236,5.024538516998291,0.019627103582024574,52.35643005371094,14.956983375549317
1,1,0.5,5,1,0.8122577548027039,3.8090121746063232,0.01487895380705595,67.36757431030273,2.991570997238159
1,1,0.5,5,2,0.8185007691383361,4.159221076965332,0.01624695733189583,61.56769638061523,4.977139854431153
1,1,0.5,6,1,0.8327441334724426,3.777101469039917,0.014754302613437176,67.80209655761719,2.9915059566497804
1,1,0.5,6,2,0.7745412349700928,4.2667583465576175,0.016667024791240694,60.11188583374023,4.989332866668701
1,3,0.5,4,1,0.6835888028144836,3.20385365486145,0.012515053339302539,80.85645904541016,3.0058823585510255
1,3,0.5,4,2,0.4387270539999008,7.903883838653565,0.030874546244740488,34.6483871459961,14.896269226074219
1,3,0.5,5,1,0.679277765750885,3.085238313674927,0.012051712162792683,83.54119720458985,2.9855524063110352
1,3,0.5,5,2,0.6573551893234253,3.844117259979248,0.015016083046793938,67.43108291625977,4.982534408569336
1,3,0.5,6,1,0.642262464761734,3.2438013553619385,0.012671099044382572,79.97781372070312,2.9958333492279055
1,3,0.5,6,2,0.6610697865486145,3.9436341285705567,0.015404820814728737,66.98279876708985,4.97183666229248
1,5,0.5,4,1,0.5061414241790771,3.4025058269500734,0.013291038386523724,78.5910530090332,3.0
1,5,0.5,4,2,0.2526138722896576,11.793541717529298,0.04606852233409882,22.061985778808594,14.955580520629884
1,5,0.5,5,1,0.5955857455730438,3.0427565574645996,0.011885767802596092,86.71915893554687,3.0
1,5,0.5,5,2,0.47009817957878114,4.493585920333862,0.017553070001304148,58.43309860229492,4.98067798614502
1,5,0.5,6,1,0.541635274887085,3.2085527896881105,0.012533409334719182,81.94465942382813,2.987578248977661
1,5,0.5,6,2,0.4657925605773926,4.386854839324951,0.01713615171611309,58.445916748046876,4.968766403198242
1,1,0.6,4,1,0.7775326251983643,3.8181856155395506,0.01491478756070137,67.1866943359375,3.001225996017456
1,1,0.6,4,2,0.6724284589290619,4.304803657531738,0.016815639287233352,59.984022521972655,14.943769073486328
1,1,0.6,5,1,0.7658982038497925,3.879711055755615,0.015155121311545372,66.0577163696289,2.997435283660889
1,1,0.6,5,2,0.8552976131439209,4.020074844360352,0.015703417360782623,64.02970733642579,5.00693302154541
1,1,0.6,6,1,0.8647135376930237,3.71562819480896,0.0145141726359725,69.03761749267578,3.0167587280273436
1,1,0.6,6,2,0.8383004665374756,4.093585205078125,0.015990567207336426,62.76786422729492,4.99618091583252
1,3,0.6,4,1,0.6896130442619324,3.0894787311553955,0.012068276293575764,83.48206329345703,3.007162570953369
1,3,0.6,4,2,0.6779984176158905,5.723860454559326,0.02235882990062237,45.6122444152832,14.941401100158691
1,3,0.6,5,1,0.6285089015960693,3.1957118034362795,0.012483249232172967,80.29252777099609,2.9996834278106688
1,3,0.6,5,2,0.6407280504703522,3.917508029937744,0.015302765741944313,66.54795150756836,4.9925233840942385
1,3,0.6,6,1,0.6302569389343262,3.2399459362030028,0.01265603881329298,80.05022430419922,3.004938268661499
1,3,0.6,6,2,0.6737083196640015,3.734416198730469,0.014587563276290894,68.96635513305664,5.0065313339233395
1,5,0.6,4,1,0.5879578769207001,3.162107563018799,0.012351982668042183,82.27569122314453,3.0056437492370605
1,5,0.6,4,2,0.2830072999000549,11.050177764892577,0.04316475689411163,23.417583084106447,14.950343132019043
1,5,0.6,5,1,0.4478165626525879,3.6431061267852782,0.014230883307754993,71.01355819702148,2.9849830150604246
1,5,0.6,5,2,0.5192693948745728,4.167722082138061,0.0162801643833518,62.12334060668945,4.978947448730469
1,5,0.6,6,1,0.5736057877540588,3.1274845600128174,0.012216736562550068,82.87774200439453,3.0081080913543703
1,5,0.6,6,2,0.6074669539928437,3.7759107112884522,0.014749651215970517,69.72188186645508,5.014790153503418
2,1,0.4,4,1,0.8318519592285156,3.9798494815826415,0.015546287037432193,64.5482421875,3.991077947616577
2,1,0.4,4,2,0.6332530021667481,4.465005779266358,0.01744142882525921,59.226871490478516,14.926889801025391
2,1,0.4,5,1,0.741790521144867,4.161942434310913,0.016257587634027005,61.60227890014649,3.9960264682769777
2,1,0.4,5,2,0.84197918176651,4.245106029510498,0.016582445427775382,60.31247787475586,4.988731765747071
2,1,0.4,6,1,0.8115789890289307,4.006306171417236,0.01564963348209858,64.0334716796875,3.987235403060913
2,1,0.4,6,2,0.7725487351417542,4.230843925476075,0.016526734083890916,60.72489242553711,4.983739185333252
2,3,0.4,4,1,0.7256135702133178,3.294661855697632,0.012869772873818875,78.70862731933593,3.9857943534851072
2,3,0.4,4,2,0.4162289261817932,8.036025142669677,0.03139072321355343,33.64927444458008,14.919690895080567
2,3,0.4,5,1,0.6508426427841186,3.5183359146118165,0.013743499666452408,73.83442459106445,3.9935483932495117
2,3,0.4,5,2,0.6517534613609314,3.7565290451049806,0.01467394158244133,68.76797714233399,5.0
2,3,0.4,6,1,0.6443613290786743,3.571076440811157,0.013949517346918582,72.65866165161133,3.987901973724365
2,3,0.4,6,2,0.5966032862663269,3.983747148513794,0.015561512298882007,64.7298683166504,5.0
2,5,0.4,4,1,0.585650634765625,3.592841911315918,0.014034538716077804,75.8778923034668,3.989285707473755
2,5,0.4,4,2,0.49325793981552124,8.860501956939697,0.03461133576929569,33.331367111206056,14.950933265686036
2,5,0.4,5,1,0.5589245378971099,3.5744606971740724,0.01396273709833622,72.96466751098633,3.9741071224212647
2,5,0.4,5,2,0.553569746017456,4.090984296798706,0.015980407409369946,65.27049560546875,4.966913032531738
2,5,0.4,6,1,0.5312801718711853,3.6336245059967043,0.014193845726549626,71.11605529785156,3.9841418743133543
2,5,0.4,6,2,0.6421184062957763,3.5425066471099855,0.013837916590273381,72.92764282226562,4.988888931274414
2,1,0.5,4,1,0.7408323884010315,4.301538562774658,0.016802885010838507,59.62527008056641,3.9878893852233888
2,1,0.5,4,2,0.4964685022830963,4.882781219482422,0.01907336413860321,53.62970962524414,14.933125686645507
2,1,0.5,5,1,0.8261935949325562,4.038978719711304,0.01577726062387228,63.40756378173828,3.9830015182495115
2,1,0.5,5,2,0.7995445013046265,4.208411693572998,0.016439108178019524,61.039938354492186,4.994482803344726
2,1,0.5,6,1,0.7399452924728394,4.228898525238037,0.016519134864211082,60.653280639648436,3.988035202026367
2,1,0.5,6,2,0.8341098427772522,4.220308303833008,0.016485579311847687,60.77067642211914,4.976825523376465
2,3,0.5,4,1,0.7249830722808838,3.272839593887329,0.012784529663622379,78.63148498535156,3.9859259128570557
2,3,0.5,4,2,0.3428790897130966,8.425890350341797,0.032913634181022645,30.60068702697754,14.912077713012696
2,3,0.5,5,1,0.6473605155944824,3.5261150360107423,0.013773886859416962,73.18667526245117,3.9866747856140137
2,3,0.5,5,2,0.6407334625720977,3.9614416122436524,0.015474381297826767,65.31935577392578,4.991111087799072
2,3,0.5,6,1,0.587769377231598,3.6647907733917235,0.01431558895856142,70.15721893310547,3.981435489654541
2,3,0.5,6,2,0.7118460536003113,3.6123520374298095,0.014110750146210193,71.17681884765625,4.961339473724365
2,5,0.5,4,1,0.5893155872821808,3.536110496520996,0.013812931627035141,75.36691741943359,4.0
2,5,0.5,4,2,0.3996883660554886,10.511466026306152,0.04106041416525841,28.415429306030273,14.89212703704834
2,5,0.5,5,1,0.5739374995231629,3.5723896503448485,0.013954647071659564,75.2619743347168,4.0
2,5,0.5,5,2,0.49157666265964506,4.649503326416015,0.01816212236881256,59.426292419433594,5.0
