min_layer,num_speculations,threshold,max_layer,check_interval,acceptance_rate,total_time,time_per_token,tokens_per_second,average_exit_layer
0,4,0.4,4,1,0.26658304035663605,5.7548877716064455,0.022480030357837678,54.67385330200195,1.9989795923233031
0,4,0.4,4,2,0.5332010090351105,3.5338693618774415,0.013804177194833756,73.2762580871582,3.023813533782959
0,4,0.4,4,3,0.5818896472454071,3.6731997966766357,0.014348436705768108,71.76621551513672,4.0452868938446045
0,4,0.4,5,1,0.0918983355164528,7.007573509216309,0.027373334020376207,36.65831451416015,1.9946733713150024
0,4,0.4,5,2,0.5922119736671447,3.212377595901489,0.012548349983990192,80.13169403076172,3.0
0,4,0.4,5,3,0.7521885514259339,3.056704950332642,0.011940253712236882,84.51963958740234,4.03928575515747
0,4,0.4,6,1,0.18984705954790115,6.173315572738647,0.02411451395601034,47.53770370483399,1.9952584266662599
0,4,0.4,6,2,0.6492937684059144,3.09559006690979,0.012092148698866368,83.43758087158203,3.0171428680419923
0,4,0.4,6,3,0.6263846814632416,3.468731927871704,0.013549734093248843,75.67459411621094,4.0
0,5,0.4,4,1,0.06647214591503144,7.776862907409668,0.030378370732069015,33.017018508911136,1.99586181640625
0,5,0.4,4,2,0.4692239105701447,3.6667670249938964,0.014323308691382408,71.31909866333008,3.0154215812683107
0,5,0.4,4,3,0.669959306716919,3.2439584732055664,0.012671712785959244,82.21698226928712,3.992682933807373
0,5,0.4,5,1,0.1055504709482193,7.203296089172364,0.028137875348329545,37.647843551635745,1.9940550804138184
0,5,0.4,5,2,0.5956419289112092,3.1352564334869384,0.012247095443308353,84.45498046875,2.986009931564331
0,5,0.4,5,3,0.5432851314544678,3.6600627422332765,0.014297120086848737,70.39477996826172,4.0
0,5,0.4,6,1,0.3061468109488487,4.81911301612854,0.01882466021925211,62.309182739257814,1.9975583791732787
0,5,0.4,6,2,0.6062534570693969,3.2119933128356934,0.012546848878264428,85.15850524902343,3.0529762268066407
0,5,0.4,6,3,0.5329320311546326,3.798803424835205,0.01483907587826252,69.8338508605957,4.02382116317749
0,6,0.4,4,1,0.08639099225401878,7.543206214904785,0.029465649276971817,34.87866058349609,1.9964257717132567
0,6,0.4,4,2,0.48948279619216917,3.3986457347869874,0.01327595990151167,77.03105850219727,2.9952940940856934
0,6,0.4,4,3,0.5663590252399444,3.488895797729492,0.013628499209880829,74.11118621826172,3.9680777072906492
0,6,0.4,5,1,0.06543859019875527,8.015572357177735,0.03131082952022553,32.01919021606445,1.994581937789917
0,6,0.4,5,2,0.46392345130443574,3.7690651416778564,0.014722910709679127,73.49538116455078,2.9962963104248046
0,6,0.4,5,3,0.5745331406593323,3.5117554664611816,0.01371779479086399,74.3153465270996,4.0
0,6,0.4,6,1,0.10661671981215477,7.435394763946533,0.029044510796666145,37.68976936340332,1.9968671321868896
0,6,0.4,6,2,0.5080437600612641,3.3713542938232424,0.01316935271024704,78.75495758056641,3.0078431606292724
0,6,0.4,6,3,0.6063217997550965,3.566479539871216,0.013931560702621937,78.6225357055664,3.991044759750366
0,4,0.5,4,1,0.11199712604284287,6.594267272949219,0.025758856534957887,39.1172737121582,2.004974102973938
0,4,0.5,4,2,0.6743241727352143,3.0200142860412598,0.011796930804848671,86.32304229736329,3.3277414798736573
0,4,0.5,4,3,0.6007200539112091,3.649285650253296,0.014255022071301937,71.76998596191406,4.248309326171875
0,4,0.5,5,1,0.09499530345201493,7.019682312011719,0.027420634031295778,36.70043258666992,1.9956102132797242
0,4,0.5,5,2,0.5558227300643921,3.5674851894378663,0.013935489021241665,75.3217658996582,3.1169323921203613
0,4,0.5,5,3,0.5953305780887603,3.683270072937012,0.014387773722410202,70.29023590087891,4.285658264160157
0,4,0.5,6,1,0.16071985214948653,5.787279033660889,0.022606558725237848,45.130252838134766,1.998913049697876
